5,3.29337999026,3.29575959841,1918.47829914
10,2.70248587926,2.70247042179,1567.49075007
15,2.64740564028,2.64465312163,1533.77987814
20,2.56500474612,2.55998078187,1499.22403502
25,2.50507399241,2.49880691369,1538.06671
30,2.47807744344,2.47001771927,1502.00757599
35,2.46063138644,2.45096135139,1516.26368403
40,2.44598105748,2.43546085358,1530.07196307
45,2.4314871788,2.42066521645,1563.291646
50,2.41545238495,2.4039506038,1518.36362505
55,2.39350384076,2.38034205437,1554.12763906
60,2.36351970037,2.34695457617,1574.32767892
65,2.3350071907,2.31604687373,1515.59969187
70,2.30485644341,2.28417714437,1514.03195286
75,2.27298665047,2.25132789612,1522.73962903
80,2.24595632553,2.22240133286,1565.82377291
85,2.22715980212,2.19962391059,1578.78335595
90,2.2135602951,2.18097029527,1549.61961389
95,2.20291849772,2.16490369638,1510.73168206
100,2.19430739085,2.15020593802,1551.58774805
105,2.18785626094,2.13611412048,1552.29562306
110,2.18315094312,2.12211610476,1526.98276401
115,2.18059651057,2.10870726903,1496.88755822
120,2.18002726237,2.09618549347,1533.1516819
125,2.18108892441,2.08393174013,1636.79964495
130,2.18253394763,2.07164193789,1747.63197494
135,2.18251468341,2.05919593175,1737.25192213
140,2.18404914538,2.04657123089,1713.04027009
145,2.19038968086,2.03381786346,1738.69604707
