5,3.23388020992,3.23258341789,1751.5047009
10,2.66510419846,2.66168023109,1443.92764807
15,2.62748088837,2.62174658775,1464.36760497
20,2.5807570219,2.5714675045,1463.81162
25,2.53939192295,2.52843499184,1461.91162205
30,2.50906617641,2.49651623726,1461.92782807
35,2.4854272604,2.47032499313,1461.01586413
40,2.46610069275,2.44809592247,1457.82799006
45,2.44826719761,2.4275539875,1433.06359816
50,2.42177088261,2.40319108963,1452.01988912
55,2.39490251541,2.37618565559,1461.26368809
60,2.37539200783,2.35347824097,1466.78360581
65,2.35827522278,2.33443455696,1478.223665
70,2.34428935051,2.31566703796,1490.3596499
75,2.3356751442,2.29759901047,1467.71973515
80,2.32605392933,2.27967207909,1474.43164802
85,2.32388701439,2.26310409546,1480.38645697
90,2.32272920609,2.24980730057,1491.67539001
95,2.30485832691,2.23410017967,1433.43186307
