5,3.2676525116,3.26364596685,1752.81697488
10,2.67685480118,2.67096140385,1464.92755413
15,2.60565373898,2.59840426445,1472.483675
20,2.53168122768,2.52059626579,1404.94365382
25,2.48139967918,2.46650111675,1395.84366608
30,2.446793437,2.42875386874,1478.01989412
35,2.41941404343,2.3984805584,1380.34749699
40,2.39648416042,2.37318433921,1388.75135994
45,2.37355163097,2.34914709727,1411.70393205
50,2.31426708698,2.2938576142,1416.78372908
55,2.25241367817,2.22649894555,1453.30714488
60,2.20830335617,2.1791223526,1432.25965095
65,2.17359228134,2.14233913422,1416.59941292
70,2.14535353184,2.11255834897,1400.81989908
75,2.12273921967,2.08824214935,1388.73970389
80,2.10336787701,2.06693263054,1481.423558
85,2.08642144203,2.04782967567,1471.05578899
90,2.07141768932,2.03016794523,1457.58704805
95,2.05838325024,2.01350677013,1451.23986697
100,2.04628851414,1.99724092484,1468.98776007
105,2.03404157162,1.98086995681,1385.46788716
110,2.02201707363,1.96439013879,1413.95124912
115,2.00717508793,1.94293606281,1416.38769078
120,1.9954054594,1.92111672958,1427.72371888
125,1.98853867054,1.90218211015,1389.40363312
130,1.98839042187,1.88370815913,1381.07099414
135,1.98844259977,1.86672838132,1422.20770192
140,1.98523901701,1.85121537844,1553.20438099
145,1.98400908709,1.83708494902,1616.71947312
