5,3.26170589924,3.26692700386,1490.33619785
10,2.68052241802,2.68220655918,1232.12704515
15,2.62528884411,2.62492200534,1434.57966304
20,2.57007012367,2.56676638126,1418.7636981
25,2.53681058884,2.52923424244,1416.52360988
30,2.51169500351,2.50054577192,1429.28360605
35,2.48990695477,2.47475097974,1416.4320941
40,2.47064893246,2.45096102556,1396.93199396
45,2.45129971504,2.428592062,1399.83955407
50,2.41843430996,2.39247222741,1387.99972796
55,2.3942497015,2.36070768833,1381.57195115
60,2.37508733273,2.3331610918,1382.6359849
65,2.36400606632,2.30959870021,1395.71562886
70,2.36482386589,2.28863184452,1371.93181491
75,2.36880912781,2.26915168762,1392.83573794
80,2.36926271915,2.25136055946,1446.224087
85,2.37205886841,2.23495590687,1408.91174507
90,2.37897365093,2.21926959356,1387.67602015
95,2.38358240128,2.20379618804,1402.5718801
