5,3.22332963943,3.23495900631,1606.13143396
10,2.65464687347,2.66048354308,1309.80367708
15,2.61234307289,2.61307122707,1313.44361401
20,2.56635355949,2.56109093825,1285.48368096
25,2.52940471172,2.52071968714,1283.94767594
30,2.49631884098,2.48692069054,1310.56797194
35,2.46756739616,2.45711987019,1358.41957903
40,2.44314529896,2.43071946303,1372.67166901
45,2.41899936199,2.40551321507,1348.87175894
50,2.38271148205,2.37191604773,1277.97571802
55,2.35657632351,2.34527293841,1274.79506493
60,2.33229913712,2.32180848916,1256.01566005
65,2.31017639637,2.30157520771,1310.91994095
70,2.28962504864,2.28664163748,1306.67194295
75,2.26990458965,2.27192172209,1299.56766295
80,2.25587978363,2.25781549613,1308.71986103
85,2.243065238,2.24769980907,1295.68747616
90,2.23243870735,2.23704365889,1313.06764007
95,2.22445921898,2.22878042857,1318.69551396
100,2.21538612843,2.2219664971,1321.62327099
105,2.20928571224,2.21440282663,1240.46760511
110,2.20236930847,2.20607074102,1314.41551495
115,2.19446022511,2.19942537149,1367.54355288
120,2.18474414349,2.19216768742,1359.62402797
125,2.18133904934,2.18868311246,1350.99962187
130,2.17741389275,2.18237519264,1330.61956716
135,2.16940646172,2.17756677469,1344.66020489
140,2.16117441654,2.17227117221,1361.36339116
145,2.1549220562,2.1679104805,1312.38786292
