5,3.18665719032,3.20014170238,6248.75101614
10,2.52871170044,2.539032541,5134.75828099
15,2.46976064046,2.47306559426,5217.41194892
20,2.43164758682,2.43287877355,5234.89167309
25,2.38470827738,2.39438231332,5258.92564797
30,2.31207224528,2.33864321027,5327.59297085
35,2.27161296209,2.30230227198,5276.22376299
40,2.24369327227,2.27500503404,5225.47976494
45,2.22234663963,2.25486665453,5277.37096214
50,2.2095711867,2.23535664422,5318.38397598
55,2.197524786,2.21739036015,5234.52454996
60,2.18778107961,2.20234640666,5233.36299992
65,2.18042616844,2.18978027616,5309.183707
70,2.15746062597,2.17859217099,5323.855618
75,2.16269361178,2.16879010882,5314.08343697
80,2.14880286853,2.15844544002,5249.28794193
85,2.13438485463,2.14911322594,5320.08761716
90,2.14033706983,2.14304885864,5206.15960312
95,2.13346254031,2.13615993091,5241.31189394
100,2.12255802155,2.12680963789,5280.38773489
