5,3.2033337752,3.21293720518,5962.99966097
10,2.54382322629,2.55532601901,4911.347929
15,2.46300198237,2.46648319789,4958.79119515
20,2.42114375432,2.42003478323,4894.76354098
25,2.39679052035,2.39234439986,4941.70376778
30,2.33228154182,2.3357097217,5011.00339603
35,2.23659553528,2.23783707619,4913.92763495
40,2.17481571833,2.16073448317,4881.9435389
45,2.12754975955,2.10753318923,5092.19563484
50,2.12164052327,2.07134614672,5217.004004
55,2.10945021311,2.04338769232,5637.26339602
60,2.09964090983,2.01941494261,5855.27563405
65,2.09951346715,1.99858349051,5793.0155921
70,2.10599147479,1.97956404345,5744.28766012
75,2.11431010564,1.96408032009,5753.00387192
80,2.12388264338,1.98544017247,5749.47596383
85,2.14627641042,1.94923718997,5776.29587078
90,2.12565480868,1.9334007161,5776.76795506
95,2.12930641174,1.91484102181,5793.07987809
